,chosen_index,local_error,global_error,no_nodes,run_time
0,"(1, 1, 1, 1)",4.06E-11,0.267568296,32,1.1210224
1,"(1, 1, 2, 1)",9.908444586,0.777651281,56,3.1998307
2,"(1, 1, 1, 2)",4.1691E+12,1.045251645,80,3.5264757
3,"(2, 1, 2, 1)",3.36645E+12,1.270864036,116,5.1951246
4,"(2, 2, 2, 1)",3.91056E+12,1.494855831,170,4.6766983
5,"(1, 2, 1, 2)",1.77549E+12,1.195493046,206,6.3679134
6,"(2, 1, 2, 2)",5.46088E+11,0.009638406,260,5.6869394
7,"(2, 1, 2, 2)",5.46088E+11,0.022977386,816,6.9012918
