,alpha,beta,delta,gamma
0,0.21111291873900462,0.09174394781702881,0.42589284649321996,0.1092317940341703
1,5.395703169752307e-07,9.278061689484824e-07,5.4915596733457266e-24,1.134238954244478e-06
2,3.1541479748056184e-07,7.410146749133338e-08,6.473823120728253e-24,3.8796616017741708e-25
3,3.2576642740446688e-24,1.3267883939985376e-06,8.657831892239168e-24,6.785059340734147e-25
4,1.0387248502215639e-23,1.5269091743380903e-24,3.682528926840946e-23,5.082150618604995e-24
5,1.301173390561568e-22,7.775915780939376e-24,4.1553175421471584e-22,3.5083513055058767e-23
6,0.155363658389128,0.007967100650091352,0.479697932605157,0.02862830308308967
7,0.15470416890732988,0.005810462198688967,0.48221390623661786,0.03033412265192611
