,chosen_index,local_error,global_error,no_nodes,run_time
0,"(1, 1, 1, 1)",3.1242619602522836e-11,0.31510624537787796,32,1.0591798000000008
1,"(1, 1, 1, 2)",24.06946700463421,1.1562174388191306,56,2.2978512999999996
2,"(1, 2, 1, 1)",284506422377.8836,0.6952137742762475,80,3.3913782
3,"(2, 1, 1, 1)",457967431268.2058,0.5703674958325999,104,4.5871362000000016
4,"(1, 2, 2, 1)",2296224617597.0327,0.9827226431295197,140,6.282960499999998
5,"(2, 2, 2, 1)",1477620862393.998,1.1578837612594601,194,5.911745600000003
6,"(1, 2, 2, 2)",415758096615.5792,1.1553060878439654,248,5.3607385
7,"(2, 1, 1, 2)",479114142949.7164,0.0549298925000117,284,6.940012699999997
8,"(1, 2, 3, 1)",22.91054265599075,0.05548729755740469,332,5.995678599999998
9,"(1, 3, 1, 1)",22.705992001987838,0.05573426179668002,364,7.459232
10,"(1, 4, 1, 1)",22.704545244805598,0.05620399301680975,404,7.129964700000002
11,"(2, 1, 2, 2)",22.63388554982303,0.045760732245085346,458,6.649547300000009
12,"(2, 1, 2, 2)",22.63388554982303,0.057316771876845383,1104,7.941038000000006
