,alpha,beta,delta,gamma
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,1.0,-6.402555514304534e-12,7.317206302062324e-12,0.0
12,,,,
13,-2.047188621270536e-12,-4.094252292063699e-12,-2.0473135717479085e-12,1.0
14,0.3852762682273135,0.0659230936470806,0.7346614836055689,0.053329081578266734
