,alpha,beta,delta,gamma
0,,,,
1,,,,
2,0.282323243827566,2.2328095300342946e-27,0.7176767561719158,2.578661035131478e-28
3,1.0,1.095843012628939e-30,2.5931891110200426e-28,1.1786609916868839e-29
4,0.20801359458508442,0.0012676082868591566,0.5432757647996986,0.02842749966265708
