,alpha,beta,delta,gamma
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,0.13033858114806332,-1.3558180951041145e-12,0.8696614188554015,-1.5064645501156827e-13
7,1.0,-3.2441783111655927e-12,2.4331337333741946e-12,4.055222888956991e-12
8,0.41348314108892775,0.0669065438762047,0.7151598778154651,0.05960202171714121
