,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.3161568235989988,0.3196601694660908,3.5942957000000035,39164
1,progress ratio coal,0.6798204033024278,0.6826899819863783,3.5942957000000035,39164
2,progress ratio hydro,3.1936378721344847e-21,0.0011827566208394782,3.5942957000000035,39164
3,progress ratio igcc,1.4584830382205794e-16,0.0004898650252647978,3.5942957000000035,39164
