,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.5031334159192921,0.5075652105294958,0.3712180000000025,6561
1,progress ratio coal,0.08530147350275866,0.0872173222632096,0.3712180000000025,6561
2,progress ratio hydro,0.4063585973956435,0.41068503631473074,0.3712180000000025,6561
3,progress ratio igcc,7.584418200425218e-07,6.204400056896227e-05,0.3712180000000025,6561
