,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.5050836905897366,0.5098639124063721,0.8143326000000002,4096
1,progress ratio coal,0.08430957214816734,0.0867511036389478,0.8143326000000002,4096
2,progress ratio hydro,0.4049525750399408,0.40943607774811275,0.8143326000000002,4096
3,progress ratio igcc,1.0521665326237085e-06,6.761317654786211e-05,0.8143326000000002,4096
