,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.4534010044370769,0.5131654827081409,2.2683595999999966,22275
1,progress ratio coal,0.06969927932880012,0.09905605777414807,2.2683595999999966,22275
2,progress ratio hydro,0.3319047574456827,0.37062861233129035,2.2683595999999966,22275
3,progress ratio igcc,0.06755132951267732,0.10838579584440498,2.2683595999999966,22275
