,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.5106468073977207,0.5106468073977207,0.04602859999999964,81
1,progress ratio coal,0.15980826713586022,0.15980826713586022,0.04602859999999964,81
2,progress ratio hydro,0.1673847213307932,0.1673847213307932,0.04602859999999964,81
3,progress ratio igcc,0.16216020413562593,0.16216020413562593,0.04602859999999964,81
