,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.5072564506304608,0.5115190288418572,0.16732929999999868,1296
1,progress ratio coal,0.0848177051172373,0.0867314485990406,0.16732929999999868,1296
2,progress ratio hydro,0.4028419640613215,0.4070677692049709,0.16732929999999868,1296
3,progress ratio igcc,3.194881400891325e-07,5.99888000903641e-05,0.16732929999999868,1296
