,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.5075873477684412,0.5075873477684412,0.020166300000000525,1296
1,progress ratio coal,0.08559674274150707,0.08559674274150707,0.020166300000000525,1296
2,progress ratio hydro,0.40681561974070074,0.40681561974070074,0.020166300000000525,1296
3,progress ratio igcc,2.89749350938025e-07,2.89749350938025e-07,0.020166300000000525,1296
