,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.4738644183407739,0.4738644183407739,0.14460539999999966,11989
1,progress ratio coal,0.08996004925978013,0.08996004925978013,0.14460539999999966,11989
2,progress ratio hydro,0.4359703952465717,0.4359703952465717,0.14460539999999966,11989
3,progress ratio igcc,0.0002051371528742683,0.0002051371528742683,0.14460539999999966,11989
