,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.4101825885990535,0.5290795714116449,5.9499380000000315,22275
1,progress ratio coal,0.06280408049201205,0.12172326661581635,5.9499380000000315,22275
2,progress ratio hydro,0.29821252141773047,0.3609864273486795,5.9499380000000315,22275
3,progress ratio igcc,0.06179772063873795,0.18277947491510088,5.9499380000000315,22275
