,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.5042382011994468,0.5083153334986447,0.246182000000001,14641
1,progress ratio coal,0.08463438914387487,0.0863883798533952,0.246182000000001,14641
2,progress ratio hydro,0.4062252483400176,0.4102437040015674,0.246182000000001,14641
3,progress ratio igcc,8.549623906751172e-07,6.121277708071004e-05,0.246182000000001,14641
