,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.47658883155812787,0.47658883155812787,0.08198520000000009,1259
1,progress ratio coal,0.09753822575054845,0.09753822575054845,0.08198520000000009,1259
2,progress ratio hydro,0.4247845575355752,0.4247845575355752,0.08198520000000009,1259
3,progress ratio igcc,0.0010883851557484342,0.0010883851557484342,0.08198520000000009,1259
