,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.4373883146045554,0.49071766489845325,0.19866820000000018,491
1,progress ratio coal,0.08381294626378369,0.09478471552785017,0.19866820000000018,491
2,progress ratio hydro,0.27248181030175633,0.2853864491192898,0.19866820000000018,491
3,progress ratio igcc,0.14364801629785615,0.19189344110915932,0.19866820000000018,491
