,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.5057306971642198,0.5057306971642198,0.012511200000000056,81
1,progress ratio coal,0.08554967570934328,0.08554967570934328,0.012511200000000056,81
2,progress ratio hydro,0.4087193108858278,0.4087193108858278,0.012511200000000056,81
3,progress ratio igcc,3.162406089518922e-07,3.162406089518922e-07,0.012511200000000056,81
