,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.886804713288364,0.9009099392769826,1.2711080999999922,45
1,progress ratio coal,0.027530215598381355,0.03941101034826824,1.2711080999999922,45
2,progress ratio hydro,0.06862699878329052,0.08048616390320101,1.2711080999999922,45
3,progress ratio igcc,0.000459604315580938,0.012351083502052577,1.2711080999999922,45
