,chosen_index,local_error,global_error,no_nodes,run_time
0,"(0, 0, 0, 0, 0, 0, 0)",7.673861546209082e-13,0.794889666443425,2,0.6950137000000005
1,"(0, 0, 0, 0, 0, 1, 0)",6.942073507010612,0.8266897723662828,4,1.2374650000000003
2,"(1, 0, 0, 0, 0, 0, 0)",6.9797738915397325,0.8816221704221922,6,1.6342333000000018
3,"(1, 0, 0, 0, 1, 0, 0)",8.183183183183736,0.8605945590559632,10,2.4445957000000007
4,"(0, 0, 0, 1, 0, 0, 0)",9.888013013014444,0.8340260578189653,12,2.859315200000001
5,"(0, 0, 0, 0, 0, 1, 1)",12.490121700647745,0.9128391326362891,16,3.752244600000001
6,"(0, 0, 1, 1, 0, 0, 0)",16.950879450878762,0.8294925724097348,20,4.5258468
7,"(0, 1, 0, 0, 0, 0, 0)",26.36803470136767,0.7716288322401287,22,4.918225600000003
8,"(0, 0, 1, 1, 0, 1, 0)",2.094256812172487,0.71916429336602,30,6.466624199999998
9,"(1, 0, 0, 0, 1, 1, 0)",2.998975755027068,0.7447437453856233,38,7.998873100000004
10,"(0, 1, 0, 0, 0, 1, 0)",2.6399474896941975,0.8964185256815896,42,8.9599573
11,"(0, 0, 0, 0, 0, 2, 1)",3.1610368743986044,0.8964655792871933,48,12.445823999999995
12,"(1, 0, 0, 0, 1, 1, 1)",0.04760881979972176,0.8964184934289645,64,15.391396200000003
13,"(0, 0, 0, 1, 0, 2, 1)",0.08245235259178448,0.8964375321590182,76,18.229996299999996
14,"(0, 1, 0, 0, 0, 0, 1)",0.04346845655839182,0.8964297922190267,80,18.13351200000001
15,"(0, 0, 1, 1, 0, 0, 1)",0.05999871467145734,0.8963791751669888,88,18.104023600000005
16,"(0, 0, 0, 0, 0, 1, 2)",0.07184174405421591,0.8962404726684248,94,19.719311800000014
17,"(2, 0, 0, 0, 1, 1, 1)",1.5918821816285345e-11,0.8962360832886921,118,34.35891670000001
