,chosen_index,local_error,global_error,no_nodes,run_time
0,"(0, 0, 0, 0, 0, 0, 0)",0.0,0.8942358958872201,2,0.20145860000000226
1,"(0, 0, 0, 0, 0, 1, 0)",6.9420735070128,0.8965130561943638,4,0.4394464999999954
2,"(1, 0, 0, 0, 0, 1, 0)",49.0798798798799,0.8965130561943638,8,1.1681469000000035
3,"(1, 0, 0, 0, 0, 1, 1)",49.0798798798795,0.8962404726684252,16,2.1496837999999983
4,"(1, 0, 0, 0, 1, 1, 1)",98.54234234234215,0.8962404726684252,32,3.2761013000000005
5,"(1, 0, 1, 0, 1, 1, 1)",98.54234234234157,0.8962404726684252,64,9.649894699999997
6,"(1, 0, 0, 1, 0, 1, 0)",97.96846846846827,0.8962404726684252,72,11.116528299999999
7,"(1, 0, 1, 1, 0, 1, 0)",97.96846846847113,0.8962404726684252,88,14.424104199999995
8,"(1, 0, 1, 1, 0, 1, 1)",97.96846846846722,0.8962404726684252,120,16.951575000000005
9,"(1, 0, 1, 1, 1, 1, 1)",97.96846846846793,0.8962404726684252,184,18.9196953
10,"(1, 1, 1, 1, 1, 1, 1)",97.96846846847018,0.8962404726684252,312,14.9888179
11,"(1, 1, 1, 1, 0, 1, 1)",1.9984014443252818e-14,0.8962404726684252,376,10.427045699999994
12,"(1, 0, 1, 1, 1, 1, 0)",97.96846846846643,0.8962404726684252,408,14.777897699999983
13,"(0, 0, 0, 0, 0, 0, 1)",6.394884621840902e-14,0.8962404726684252,410,14.642455299999995
14,"(0, 0, 1, 0, 0, 1, 0)",1.7763568394002505e-14,0.8962404726684252,414,16.55420799999999
15,"(0, 0, 0, 1, 0, 0, 1)",3.197442310920451e-14,0.8962404726684252,418,15.122337500000015
16,"(0, 0, 1, 0, 0, 0, 1)",97.96846846846857,0.8962404726684252,422,19.192243900000022
17,"(1, 0, 1, 0, 0, 0, 1)",3.197442310920451e-14,0.8962404726684252,430,19.443291999999985
18,"(0, 0, 0, 0, 1, 0, 0)",8.881784197001252e-14,0.8962404726684252,432,13.601765199999988
19,"(0, 0, 1, 0, 1, 1, 0)",1.687538997430238e-14,0.8962404726684252,440,10.776652000000013
20,"(1, 0, 1, 0, 1, 0, 1)",4.263256414560601e-14,0.8962404726684252,456,12.712384000000043
21,"(0, 1, 1, 0, 1, 1, 0)",2.398081733190338e-14,0.8962404726684252,472,19.535586000000023
22,"(1, 0, 1, 1, 1, 0, 1)",6.394884621840902e-14,0.8962404726684252,504,11.158335599999987
23,"(0, 0, 1, 0, 1, 0, 0)",97.96846846846478,0.8962404726684252,508,17.170533499999976
24,"(0, 0, 1, 0, 1, 0, 1)",97.96846846846606,0.8962404726684252,516,32.23599059999998
25,"(1, 0, 1, 0, 1, 1, 0)",3.8191672047105385e-14,0.8962404726684252,532,34.65059979999995
26,"(1, 1, 1, 0, 1, 1, 0)",97.96846846846609,0.8962404726684252,564,25.235288799999978
27,"(1, 0, 1, 0, 0, 1, 1)",1.865174681370263e-14,0.8962404726684252,580,26.126938499999994
28,"(1, 0, 1, 1, 0, 0, 1)",6.039613253960852e-14,0.8962404726684252,596,35.05557440000001
29,"(0, 0, 1, 1, 1, 0, 0)",4.263256414560601e-14,0.8962404726684252,604,34.710025900000005
30,"(0, 1, 1, 1, 1, 0, 0)",5.684341886080802e-14,0.8962404726684252,620,40.01916460000001
31,"(0, 1, 1, 1, 1, 0, 1)",5.3290705182007514e-14,0.8962404726684252,652,38.609260099999915
32,"(1, 1, 1, 0, 0, 0, 1)",7.815970093361102e-14,0.8962404726684252,668,44.93714990000001
33,"(1, 1, 1, 1, 1, 0, 1)",8.171241461241152e-14,0.8962404726684252,732,40.77371500000004
