,chosen_index,local_error,global_error,no_nodes,run_time
0,"(1, 1, 1, 1, 1, 1, 1)",2.6756374893466273e-14,0.8962404726684252,256,20.902836900000004
1,"(1, 1, 1, 1, 1, 1, 2)",6.368239269249898e-13,0.8962404726684252,448,18.682951700000004
2,"(2, 1, 1, 1, 1, 1, 1)",4.65257462186249e-13,0.8962404726684252,640,16.11317230000001
3,"(1, 1, 1, 1, 2, 1, 1)",4.4290497195712913e-13,0.8962404726684252,832,13.082514900000007
4,"(1, 1, 2, 1, 1, 1, 1)",3.1944817161881173e-13,0.8962404726684252,1024,9.724704000000003
5,"(1, 1, 1, 1, 1, 2, 1)",2.4854192777941836e-13,0.8962404726684252,1216,6.491548399999999
6,"(1, 2, 1, 1, 1, 1, 1)",2.3373895411774964e-13,0.8962404726684252,1408,3.4606957999999963
7,"(1, 1, 1, 2, 1, 1, 1)",1.7393494052460787e-13,0.8962404726684252,1600,0.15363479999999186
8,"(1, 1, 1, 2, 1, 1, 1)",1.7393494052460787e-13,0.8962404726684252,1600,0.3595428999999939
