,alpha,beta,delta,gamma
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,0.9888175653557248,0.9851385329754274,0.011424022556010261,8.470006161024558e-05
6,0.013836434900048317,0.006979664372166352,0.9989684368180544,0.0024944869495951275
7,0.7870203945672958,0.9613645635898537,0.21297955895602697,0.03863541916294217
8,2.3982298575511134e-08,0.9981853810207408,1.0,0.0018146164164187498
9,0.3232642579194192,0.18938446351260743,0.3717104987420962,0.18824270852659217
10,0.3493203684457998,0.1265546151048995,0.4021784767146122,0.2033035987337963
11,0.3244261383801608,0.18880090607306863,0.3735173151381947,0.1888053530481576
12,0.2591148190390071,0.20811593627222036,0.4136496104123562,0.20771028218856627
13,0.3293472910324098,0.18812367368667182,0.3743888673855557,0.18787194979201652
14,0.359341284311165,0.203548198422467,0.32123573968640795,0.2036529677227789
