,chosen_index,local_error,global_error,no_nodes,run_time
0,"(0, 0, 0, 0)",2.4158453015843406e-13,0.6611562378798077,2,0.1638050999999905
1,"(0, 0, 1, 0)",21.018354150969706,0.6181725693116927,4,0.3497602000002189
2,"(1, 0, 0, 0)",14.888844034864357,0.8390648789740763,6,0.41478630000028716
3,"(1, 0, 0, 1)",13.827603296354523,1.0244190602181495,10,0.5632319999999709
4,"(0, 1, 0, 0)",20.995797089734054,0.20771725161354385,12,0.5067894999997407
5,"(1, 1, 0, 1)",3.733186569703388,1.369217582915538,20,0.9128998999999567
6,"(1, 1, 0, 2)",4447278346897.034,1.189780249628539,32,0.9911673999999948
7,"(2, 1, 0, 1)",330696376812.0677,1.0940689779735742,44,1.0006118999999671
8,"(0, 0, 2, 0)",121987982648.22394,0.6204025010034186,47,0.9496856999999181
9,"(0, 2, 0, 0)",1393516360382.3127,0.72583525093989,50,0.5533854999998766
10,"(3, 1, 0, 1)",0.9821238534704216,0.4903829792529054,66,0.3311148999996476
11,"(0, 0, 3, 0)",1.693287679158622,0.47352152146720417,70,0.24798839999994016
12,"(0, 3, 0, 0)",0.8713005504179003,0.4441986746911113,74,0.2511604000001171
13,"(1, 1, 0, 3)",0.8402203276462262,0.4225261278719371,90,0.12726960000009058
