,chosen_index,local_error,global_error,no_nodes,run_time
0,"(1, 1, 1, 1)",1272.399703861618,1.0179653237510207,32,3.9919660000000476
1,"(1, 2, 1, 1)",5435356693299197.0,1.0739817990542355,56,9.58865330000026
2,"(1, 1, 1, 2)",5022598455219800.0,1.0506055752875716,80,6.4624165999998695
3,"(2, 1, 1, 2)",2.0377162300833926e+28,0.5621781753610285,116,8.5057311999999
4,"(1, 2, 2, 1)",1.8856144376377735e+28,0.7593932939019472,152,12.906225100000029
5,"(1, 2, 2, 2)",2632578410711771.5,0.39149813420425855,206,15.463577900000018
6,"(2, 2, 2, 2)",1886269409355535.5,0.5517561846747042,287,21.72052040000017
7,"(3, 2, 2, 2)",2666884732742206.0,0.572608568992238,395,21.99301060000016
8,"(2, 3, 2, 2)",1991803992903165.0,0.577570670642305,503,17.232282099999793
9,"(1, 3, 2, 2)",1872334171344603.0,0.9683641304985673,575,29.443799000000126
10,"(1, 2, 3, 2)",1189325425899765.2,1.0768624994324316,647,29.964402699999937
11,"(1, 3, 3, 2)",219130130887032.12,1.404885194388677,743,30.798741900000095
12,"(1, 2, 3, 3)",388404240264661.0,1.2697077536793893,839,32.59333329999981
13,"(2, 2, 2, 3)",39870168373137.27,1.3809428143508549,947,23.711107399999946
14,"(1, 2, 2, 3)",22892559070668.285,0.21095443934250724,1019,27.587850399999752
15,"(2, 1, 1, 1)",536.6111170167252,0.7616499727926848,1043,31.511671600000227
16,"(1, 1, 2, 1)",154.71246994289177,0.6901674475952069,1067,34.99229949999972
