,chosen_index,local_error,global_error,no_nodes,run_time
0,"(1, 1, 1, 1)",33.05030935450111,,32,5.703542800000008
1,"(1, 1, 1, 2)",33.01743523458237,,56,6.579656
2,"(1, 1, 1, 3)",33.00865612253254,,88,6.8846542
3,"(1, 1, 1, 4)",33.00422579259544,,128,9.415804699999995
4,"(1, 1, 1, 5)",33.00146635263158,,176,9.324688900000012
5,"(1, 2, 1, 1)",32.780278583296194,,200,9.089899400000007
6,"(1, 2, 1, 3)",32.744395771159084,,248,10.871970800000014
7,"(1, 3, 1, 1)",32.697967511272836,,280,10.087657500000006
8,"(1, 4, 1, 1)",32.650579376218744,,320,11.58758210000002
9,"(1, 5, 1, 1)",32.62022547234084,,368,11.338973099999976
10,"(1, 1, 2, 4)",32.57789809527135,,428,8.733237799999984
11,"(1, 1, 2, 2)",32.568181986860964,1.0791768125509107,464,11.514753599999977
12,"(2, 1, 1, 3)",1.9138113352005913e+28,,512,7.095157700000016
13,"(2, 1, 1, 2)",32.528700489960976,1.411815918967221,548,8.310217200000011
14,"(2, 2, 1, 3)",69632950168653.25,0.09905001828803983,620,7.002221499999962
