,alpha,beta,delta,gamma
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,0.2339158033474485,8.102132201024235e-32,0.7660841966548041,2.3096675037657597e-30
6,0.9999999999935109,1.140916013763456e-30,2.594215433974019e-28,1.1662193462022279e-29
7,0.2079282577773106,0.0012703947558595188,0.5433541625367325,0.028277122412877984
8,0.18804916778649614,0.0017118897443058109,0.5481186463764505,0.027278980926662113
9,0.1876504519797003,0.0018126107687223532,0.5476931359293185,0.027151388919810983
10,0.1874607810128901,0.0017781555175265553,0.5483945181862759,0.02717089927628722
11,0.1873573819932243,0.0019047798893521953,0.5483659323120462,0.02722413790590042
