,alpha,beta,delta,gamma
0,0.25000000000000794,0.24999999999999525,0.24999999999999525,0.25000000000000155
1,0.23108731284390144,0.2310873128438898,0.141471370711379,0.2310873128438955
2,0.06682228619049915,0.3443766214516258,0.08873987525797136,0.34437662145163445
3,0.07243161935698401,0.7108583084734542,0.07764035532547701,0.0005360409152677703
4,0.2404946091763547,0.01734008868333955,0.25778916826807674,0.0017798159362494511
5,1.205007217890112e-06,9.876048440339615e-06,1.8157689453025708e-07,2.2639373734603624e-06
6,1.2536329372541786e-06,5.410544524497444e-07,0.00032277655623115043,7.490926658935313e-05
7,0.018166950581142857,0.0016178591803650082,0.006029347852629803,0.0001521433956879979
8,0.05183164632344809,0.23497029199369096,3.452706670332923e-09,0.08868915542551147
9,0.07578961506789302,0.001387361167623411,0.0012438723902763792,0.22685149915097613
10,0.025179768329930786,0.00013915260615784123,2.757576313654985e-05,0.0115222973145628
11,0.06524134240152074,7.269254063107101e-05,0.00013410132442053297,0.009399359972449714
12,0.11449710885253818,2.1162611686904756e-05,0.05366140898478293,8.923381547049776e-05
13,0.011185767212174832,0.0010164204731019423,0.07024719090446582,0.00029419688841533147
