,alpha,beta,delta,gamma
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,3.400471718603589e-29,1.240115765963834e-30,3.771925546116213e-29,3.062573237837711e-29
11,7.623064139701575e-28,0.004059184703055175,8.386882204104023e-28,6.805759211390153e-28
12,1.2663095074015223e-27,1.3548596804429699e-28,1.2636556010941887e-27,1.137130447184081e-27
13,1.2847714856148849e-27,1.3712195331347348e-28,1.2825289003251898e-27,1.1541263270838558e-27
