,chosen_index,local_error,global_error,no_nodes,run_time
0,"(1, 1, 1, 1)",33.05030935450111,,32,5.242644500000004
1,"(1, 1, 1, 2)",33.01743523458237,,56,6.101529300000003
2,"(1, 1, 1, 3)",33.00865612253254,,88,7.3062175000000025
3,"(1, 1, 1, 4)",33.00422579259544,,128,6.961764299999999
4,"(1, 2, 1, 1)",32.780278583296194,,152,7.092774700000007
5,"(1, 2, 1, 2)",32.751046618296755,0.2738131176735019,188,11.924362700000003
6,"(1, 1, 2, 3)",2101833485862925.2,1.0791768125535777,236,9.964390300000005
7,"(2, 1, 1, 1)",1155206899212142.2,0.11201432284456433,260,8.297275900000002
8,"(1, 2, 2, 2)",9.39836182853591,0.10252465326106112,314,6.352711600000006
9,"(3, 1, 1, 1)",9.175606770633477,0.10181853574414862,346,6.54615050000001
10,"(4, 1, 1, 1)",9.502239010838819,0.10213557362174037,386,6.035674
11,"(1, 3, 1, 2)",7.343656074643622,0.10218063712824706,434,5.021012500000012
