,chosen_index,local_error,global_error,no_nodes,run_time
0,"(1, 1, 1, 1, 1, 1, 1)",1.0398626404395372e-13,0.4289495956353744,256,24.780764
1,"(2, 1, 1, 1, 1, 1, 1)",0.43105046425823274,0.43025563321254257,448,77.3745927
2,"(2, 2, 1, 1, 1, 1, 1)",0.04310504642572918,0.4289495956353739,736,114.0697619
3,"(2, 1, 1, 1, 1, 1, 2)",2.6019618558513636e-12,0.42894959563537394,1024,64.08034710000001
4,"(2, 1, 1, 2, 1, 1, 1)",2.1216917112099054e-12,0.42894959563537394,1312,60.622141399999975
5,"(2, 1, 1, 1, 1, 2, 1)",1.355289337546929e-12,0.42894959563537394,1600,46.23854490000002
6,"(2, 1, 2, 1, 1, 1, 1)",1.3443228012259094e-12,0.42894959563537394,1888,54.262979099999995
7,"(2, 1, 1, 1, 2, 1, 1)",6.59916565837193e-13,0.42894959563537394,2176,43.88872680000003
8,"(1, 1, 1, 1, 1, 2, 1)",2.681188604469753e-14,0.42894959563537394,2368,78.5290142
9,"(1, 1, 2, 1, 1, 1, 1)",2.6612971086118858e-14,0.42894959563537394,2560,116.46902360000001
10,"(3, 1, 1, 1, 1, 1, 1)",1.428371310119303e-14,0.42894959563537394,2816,118.86716920000003
11,"(1, 2, 2, 1, 1, 1, 1)",1.1524731786178361e-14,0.42894959563537394,3104,103.97746530000006
12,"(1, 1, 1, 1, 1, 2, 2)",2.297853265689456e-14,0.42894959563537394,3392,81.63663139999994
13,"(1, 1, 2, 1, 1, 2, 1)",2.7666140983089666e-14,0.42894959563537394,3680,73.12881790000006
14,"(1, 1, 2, 1, 2, 1, 1)",3.735900477863652e-14,0.42894959563537394,3968,62.381572700000106
15,"(1, 1, 1, 1, 1, 3, 1)",5.355785259730794e-14,0.42894959563537394,4224,61.97724470000003
16,"(1, 1, 1, 2, 1, 2, 1)",4.9222971377894785e-14,0.42894959563537394,4512,53.77817099999993
17,"(1, 1, 1, 1, 2, 2, 1)",4.761006403934213e-14,0.42894959563537394,4800,46.816864699999996
18,"(1, 1, 2, 2, 1, 1, 1)",2.4464997928753797e-14,0.42894959563537327,5088,38.97740369999997
19,"(1, 1, 2, 1, 1, 1, 2)",2.6916740441467686e-14,0.4289495956353739,5376,34.20460890000004
20,"(1, 2, 1, 1, 1, 2, 1)",2.3530560216360958e-14,0.42894959563537394,5664,25.433463999999958
21,"(1, 1, 1, 2, 1, 1, 1)",4.853524989319643e-14,0.42894959563537394,5856,45.523893099999896
22,"(1, 1, 3, 1, 1, 1, 1)",8.371775495064071e-15,0.42894959563537394,6112,41.97617150000019
23,"(1, 1, 1, 3, 1, 1, 1)",1.297781326847769e-13,0.42894959563537394,6368,41.52552680000008
24,"(1, 1, 1, 2, 2, 1, 1)",3.143473136112284e-14,0.42894959563537394,6656,28.937321399999973
25,"(1, 1, 1, 2, 1, 1, 2)",8.009025541532032e-15,0.42894959563537394,6944,28.47660769999993
26,"(1, 2, 1, 1, 1, 1, 1)",1.4562425339666636e-14,0.4289495956353734,7136,43.86995860000002
27,"(1, 2, 1, 1, 1, 1, 2)",4.337271282868945e-14,0.4289495956353738,7424,38.32754329999989
28,"(1, 2, 1, 1, 2, 1, 1)",2.316356982766542e-14,0.4289495956353754,7712,31.614013399999976
29,"(1, 3, 1, 1, 1, 1, 1)",4.9855952699573436e-14,0.42894959563537394,7968,25.29636689999984
30,"(1, 1, 1, 1, 2, 1, 1)",2.4434158400291988e-14,0.42894959563537405,8160,45.37443610000014
31,"(1, 1, 1, 1, 3, 1, 1)",4.042252643721156e-14,0.42894959563537405,8416,35.288066699999945
32,"(1, 1, 1, 1, 1, 1, 2)",2.958744360626042e-14,0.428949595635374,8608,54.370738200000005
33,"(1, 1, 1, 1, 2, 1, 2)",6.9450618095995905e-15,0.4289495956353738,8896,43.79464129999997
34,"(1, 1, 1, 1, 1, 1, 3)",4.997391389593986e-14,0.4289495956353732,9152,29.738735800000086
35,"(1, 2, 1, 2, 1, 1, 1)",4.425163938985103e-14,0.42894959563537394,9440,8.131986300000108
