,chosen_index,local_error,global_error,no_nodes,run_time
0,"(1, 1, 1, 1, 1, 1, 1)",69.50832025543997,,256,39.99492359999999
1,"(1, 1, 1, 2, 1, 1, 1)",71.01095259403945,,448,24.386130200000004
2,"(1, 1, 1, 3, 1, 1, 1)",71.51572251625163,,704,19.017898900000006
3,"(1, 1, 1, 1, 1, 1, 2)",69.59531245701763,,896,21.793783599999998
4,"(1, 1, 1, 1, 2, 1, 1)",69.51866634917526,,1088,21.87452189999999
5,"(1, 1, 1, 1, 3, 1, 1)",69.52304251876984,,1344,18.879973000000007
6,"(1, 1, 1, 1, 1, 1, 3)",69.4293068213267,,1600,14.73886490000001
7,"(1, 1, 1, 1, 1, 2, 1)",69.37032398625415,,1792,21.923743700000017
8,"(1, 1, 1, 1, 1, 3, 1)",69.0385801705307,,2048,21.80790830000001
9,"(1, 1, 2, 1, 1, 1, 1)",69.00740439954804,,2240,22.63636840000001
10,"(1, 1, 3, 1, 1, 1, 1)",68.49615318666082,,2496,14.984436400000021
11,"(1, 2, 1, 1, 1, 1, 1)",66.5025862020821,1.0552062225685934,2688,27.6473575
12,"(2, 1, 1, 1, 1, 1, 1)",1984274957415927.0,0.04664718886596465,2880,34.597301000000016
