,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.5019034132145235,0.5056569723206041,0.020539399999999652,256
1,progress ratio coal,0.08669123601277769,0.08782216437677261,0.020539399999999652,256
2,progress ratio hydro,0.4070613861277854,0.41080763681237636,0.020539399999999652,256
3,progress ratio igcc,7.290219132950149e-07,5.6462113247453776e-05,0.020539399999999652,256
