,params,S1,ST,run_time,no_samples
0,progress ratio biomass,0.0,0.7650730799425012,33.7740911,32
1,progress ratio coal,0.0,37.12934637704356,33.7740911,32
2,progress ratio nuclear,0.0,0.09668512336949453,33.7740911,32
3,progress ratio pv,0.0,37.2236373218476,33.7740911,32
4,progress ratio wind,0.0,0.002394178565452039,33.7740911,32
